TimeWindow  Iteration  ResRel(Displacement)  ResRel(Force)  
   260       3   6.75634044e-07   9.97084338e-03  
   260       4   1.06740612e-07   3.08197429e-03  
   261       1   5.10470182e-03   5.79134526e+00  
   261       2   9.97912753e-06   4.56115679e-01  
   261       3   7.26862358e-07   1.58492765e-02  
   261       4   9.00598381e-08   2.03554372e-03  
   262       1   4.92362561e-03   5.97651986e+00  
   262       2   7.93267823e-06   5.51147187e-01  
   262       3   5.58592719e-07   1.81847145e-02  
   262       4   7.13715887e-08   9.22104725e-04  
   263       1   5.16340755e-03   6.09970896e+00  
   263       2   7.59260148e-06   1.01268403e+00  
   263       3   1.69291422e-06   2.08862392e-02  
   263       4   1.38106707e-07   2.70746498e-03  
   264       1   4.83766167e-03   5.54829738e+00  
   264       2   6.44001100e-06   2.60324160e-01  
   264       3   2.91642263e-07   4.68678484e-03  
   265       1   5.14765706e-03   5.98284674e+00  
   265       2   3.05281634e-06   9.39230695e-02  
   265       3   3.33656999e-07   1.85175151e-03  
   266       1   4.84830851e-03   5.48823904e+00  
   266       2   7.49129463e-06   3.76644376e-01  
   266       3   4.43377735e-07   2.25613228e-02  
   266       4   6.86531803e-08   9.36609664e-04  
   267       1   5.07963412e-03   5.97629019e+00  
   267       2   6.74003287e-06   3.20452705e-02  
   267       3   2.93816155e-07   4.38320170e-03  
   268       1   4.67949547e-03   5.44076858e+00  
   268       2   5.72333183e-06   5.08278264e-02  
   268       3   5.35446495e-07   5.76595968e-03  
   268       4   7.52367965e-08   1.76832135e-03  
   269       1   5.09675117e-03   5.65786071e+00  
   269       2   4.74601539e-06   4.29558680e-02  
   269       3   5.98537542e-07   4.35034517e-03  
   270       1   4.66745866e-03   5.01918095e+00  
   270       2   6.85932329e-06   3.58991615e-02  
   270       3   5.66784218e-07   4.33360267e-02  
   270       4   6.73486877e-08   2.34811738e-03  
   271       1   5.07989522e-03   5.66029629e+00  
   271       2   4.76787799e-06   1.91336662e-01  
   271       3   2.84623082e-07   1.48551474e-02  
   271       4   3.39946435e-08   7.99583778e-04  
   272       1   4.66060874e-03   5.62021070e+00  
   272       2   3.36148788e-06   1.65292369e-01  
   272       3   3.04102660e-07   9.27414527e-04  
   273       1   4.88957927e-03   5.92567359e+00  
   273       2   9.31325188e-06   4.20216259e-02  
   273       3   5.06479052e-07   1.90594565e-02  
   273       4   5.77695563e-08   1.30314061e-03  
   274       1   4.70182901e-03   5.40802802e+00  
   274       2   5.59032921e-06   4.15204997e-01  
   274       3   4.38621795e-07   1.20172550e-02  
   274       4   7.84643291e-08   7.28531951e-04  
   275       1   4.76641781e-03   4.35013961e+00  
   275       2   4.16495190e-06   1.55595697e-01  
   275       3   2.44940359e-07   4.04640549e-03  
   276       1   4.66818473e-03   4.23583315e+00  
   276       2   5.30350714e-06   9.76398213e-02  
   276       3   3.79109076e-07   3.90159222e-03  
   277       1   4.71437699e-03   4.26846406e+00  
   277       2   6.65471478e-06   2.96117957e-02  
   277       3   7.29278397e-07   1.94010000e-02  
   277       4   1.12090882e-07   1.39572581e-03  
   278       1   4.52523137e-03   5.32071115e+00  
   278       2   4.99772724e-06   3.06406078e-01  
   278       3   7.02198902e-07   1.94087986e-02  
   278       4   4.81873676e-08   2.65019408e-03  
   279       1   4.66921920e-03   6.03889126e+00  
   279       2   4.59395948e-06   8.87514907e-02  
   279       3   3.46575755e-07   3.54820713e-03  
   280       1   4.44195673e-03   4.22579816e+00  
   280       2   7.86843109e-06   6.07318383e-02  
   280       3   4.39790721e-07   5.09978299e-03  
   280       4   1.78925941e-07   1.86768870e-03  
   281       1   4.83599861e-03   3.08318518e+00  
   281       2   6.16100181e-06   1.38300509e-01  
   281       3   5.90628435e-07   2.98556464e-03  
   282       1   4.47155766e-03   2.72597326e+00  
   282       2   7.81174027e-06   4.44742146e-02  
   282       3   3.01798171e-07   1.59618703e-03  
   283       1   4.75458318e-03   2.34162440e+00  
   283       2   5.76701983e-06   8.00726018e-02  
   283       3   5.75634011e-07   1.73277247e-02  
   283       4   4.78714090e-08   3.93127494e-04  
   284       1   4.49237843e-03   2.61068610e+00  
   284       2   1.02218623e-05   2.14727223e-01  
   284       3   6.10733829e-07   2.57196488e-02  
   284       4   1.84295445e-07   1.47264049e-03  
   285       1   4.53640953e-03   3.18608679e+00  
   285       2   2.64285789e-06   7.03464139e-02  
   285       3   4.59811407e-07   1.01174530e-02  
   285       4   4.10639644e-08   1.16729439e-03  
   286       1   4.61368152e-03   4.43528325e+00  
   286       2   4.32876901e-06   6.60649938e-01  
   286       3   3.67411173e-07   1.49359828e-02  
   286       4   6.07260949e-08   1.04529917e-03  
   287       1   4.46715358e-03   6.00048131e+00  
   287       2   8.49163958e-06   4.98369889e-01  
   287       3   3.60847963e-07   7.34321394e-03  
   287       4   4.22138791e-08   9.71613761e-04  
   288       1   4.55925638e-03   6.08495400e+00  
   288       2   4.41927038e-06   3.44162362e-01  
   288       3   4.93598489e-07   4.53959910e-03  
   289       1   4.54245931e-03   5.96569461e+00  
   289       2   5.37021233e-06   6.66003315e-01  
   289       3   2.96747359e-07   1.07750739e-02  
   289       4   8.85164480e-08   3.00483228e-03  
   290       1   4.48610964e-03   5.73931157e+00  
   290       2   5.58691215e-06   3.67692085e-01  
   290       3   1.15810651e-06   3.32052916e-02  
   290       4   7.71081346e-08   2.09707419e-03  
   291       1   4.53721204e-03   5.71960473e+00  
   291       2   6.32447424e-06   3.18220303e-01  
   291       3   4.30010565e-07   7.33179718e-03  
   291       4   9.61441706e-08   7.16176149e-04  
   292       1   4.39273391e-03   4.95033648e+00  
   292       2   4.49135260e-06   4.07481610e-02  
   292       3   4.68773444e-07   1.06332694e-03  
   293       1   4.50063162e-03   5.21963112e+00  
   293       2   6.96833312e-06   4.39263494e-02  
   293       3   8.42035016e-07   1.86566194e-02  
   293       4   1.49182777e-07   1.04829176e-03  
   294       1   4.41188587e-03   4.49928987e+00  
   294       2   3.94877141e-06   1.01173651e-01  
   294       3   2.50654736e-07   1.04350243e-02  
   294       4   5.60611897e-08   5.43759046e-04  
   295       1   4.51612912e-03   4.30373646e+00  
   295       2   4.05612542e-06   1.20276670e-01  
   295       3   2.48030416e-07   1.10121328e-02  
   295       4   7.47274893e-08   6.54959579e-04  
   296       1   4.28401346e-03   3.59938409e+00  
   296       2   5.88712706e-06   8.81988502e-02  
   296       3   3.40284206e-07   9.69132731e-03  
   296       4   3.85169966e-08   1.27468962e-03  
   297       1   4.56835502e-03   3.09309677e+00  
   297       2   3.62627248e-06   6.90556136e-02  
   297       3   2.99515508e-07   2.94427449e-03  
   298       1   4.17547968e-03   2.94402171e+00  
   298       2   4.83917064e-06   8.17537300e-03  
   298       3   2.01299058e-07   6.54042919e-03  
   298       4   5.49462947e-08   7.84763960e-04  
   299       1   4.58182528e-03   2.72976222e+00  
   299       2   2.69780642e-06   3.52917735e-02  
   299       3   5.87189559e-07   5.05901296e-03  
   299       4   8.07041551e-08   1.24210346e-03  
   300       1   4.24648775e-03   2.99374449e+00  
   300       2   7.05664773e-06   9.33710527e-01  
   300       3   4.94313713e-07   7.05521753e-03  
   300       4   1.57036592e-07   1.03552748e-03  
   301       1   4.54041127e-03   3.33625344e+00  
   301       2   7.69867369e-06   2.79409427e-02  
   301       3   5.78239675e-07   1.64492720e-02  
   301       4   8.96693755e-08   1.52333758e-03  
   302       1   4.26557297e-03   3.68483442e+00  
   302       2   6.42915311e-06   4.38645850e-02  
   302       3   5.42882063e-07   2.11341348e-02  
   302       4   6.03837173e-08   8.03590836e-04  
   303       1   4.42225355e-03   4.18256322e+00  
   303       2   8.04086950e-06   5.82693881e-01  
   303       3   1.43863919e-06   1.91877997e-02  
   303       4   1.29990769e-07   2.51110817e-03  
   304       1   4.34130046e-03   4.20042876e+00  
   304       2   6.51792737e-06   7.75538140e-02  
   304       3   3.02981341e-07   1.04384076e-02  
   304       4   4.78876306e-08   8.21463790e-04  
   305       1   4.41521909e-03   5.14565449e+00  
   305       2   6.68251549e-06   3.53271415e-02  
   305       3   2.38000552e-07   2.32067707e-02  
   305       4   3.01009014e-08   1.18196766e-03  
   306       1   4.43659324e-03   5.78902456e+00  
   306       2   3.12474839e-06   1.08086494e-01  
   306       3   2.01091205e-07   2.61704989e-03  
   307       1   4.27524089e-03   5.29950363e+00  
   307       2   7.83432388e-06   6.40560716e-02  
   307       3   2.74389577e-07   6.42233592e-03  
   307       4   2.66337278e-08   1.27948407e-03  
   308       1   4.30510874e-03   4.18951178e+00  
   308       2   3.82088378e-06   2.50472661e-02  
   308       3   4.55395033e-07   1.11836807e-02  
   308       4   1.60012897e-08   3.35147655e-04  
   309       1   4.26874680e-03   3.35505935e+00  
   309       2   3.05004911e-06   5.99331421e-02  
   309       3   1.87626691e-07   2.54821825e-03  
   310       1   4.26349022e-03   2.93755516e+00  
   310       2   2.69208959e-06   3.24036395e-02  
   310       3   3.50020975e-07   1.31059747e-03  
   311       1   4.35192088e-03   2.80546657e+00  
   311       2   3.30286002e-06   1.11839616e-01  
   311       3   3.88269805e-07   3.41183203e-03  
   312       1   4.33474466e-03   2.44366040e+00  
   312       2   2.62879272e-06   2.63944899e-02  
   312       3   1.71633643e-07   1.17947505e-03  
   313       1   4.31873303e-03   2.52315153e+00  
   313       2   4.10106851e-06   8.81961758e-03  
   313       3   4.78483075e-07   2.11589531e-03  
   314       1   4.39721212e-03   2.27714043e+00  
   314       2   4.55136652e-06   3.15604889e-02  
   314       3   3.05552061e-07   8.16476708e-03  
   314       4   7.17932683e-08   5.27087022e-05  
   315       1   4.20271436e-03   2.37185097e+00  
   315       2   3.51574520e-06   6.78303026e-02  
   315       3   8.29141786e-07   4.22914290e-03  
   316       1   4.33887092e-03   2.21815634e+00  
   316       2   8.05207462e-06   1.22646063e-01  
   316       3   4.76934873e-07   1.75498333e-03  
   317       1   4.16613359e-03   2.41855197e+00  
   317       2   3.67889683e-06   4.12925658e-02  
   317       3   6.14334197e-07   3.10901339e-03  
   318       1   4.25941643e-03   2.42116207e+00  
   318       2   6.96529114e-06   4.53370265e-01  
   318       3   6.49309493e-07   4.45812741e-03  
   319       1   4.11036707e-03   2.86527065e+00  
   319       2   9.22521546e-06   1.67742677e-01  
   319       3   5.07718346e-07   7.87270501e-03  
   319       4   6.31073534e-08   1.33438252e-03  
   320       1   4.24018764e-03   3.13325720e+00  
   320       2   4.41632661e-06   9.90550048e-02  
   320       3   3.87287385e-07   3.85055110e-03  
   321       1   4.07293721e-03   3.51888902e+00  
   321       2   8.30585997e-06   1.54381169e+00  
   321       3   3.19062404e-07   1.00457229e-02  
   321       4   5.34749150e-08   2.10730507e-03  
   322       1   4.23491884e-03   3.75799385e+00  
   322       2   9.13457506e-06   3.57692525e-01  
   322       3   1.03492740e-06   1.15017674e-02  
   322       4   1.30704135e-07   1.64187559e-03  
   323       1   4.03957222e-03   3.77089629e+00  
   323       2   4.38418040e-06   1.63649479e-01  
   323       3   2.27656746e-07   7.93358387e-03  
   323       4   4.29879759e-08   6.01197359e-04  
   324       1   4.24699519e-03   4.00801227e+00  
   324       2   5.62944463e-06   4.68592389e-02  
   324       3   3.46069108e-07   1.13474147e-02  
   324       4   2.35031782e-08   3.77726691e-04  
   325       1   4.03528584e-03   4.22030945e+00  
   325       2   3.79911021e-06   4.79051606e-01  
   325       3   3.10977816e-07   1.96077302e-02  
   325       4   3.33814372e-08   8.49558577e-04  
   326       1   4.07210179e-03   5.97927776e+00  
   326       2   5.38297121e-06   2.07812374e-01  
   326       3   2.88192450e-07   4.59075113e-03  
   327       1   4.02609733e-03   5.29186397e+00  
   327       2   5.14934072e-06   8.62735373e-02  
   327       3   4.11292934e-07   1.36068441e-02  
   327       4   2.35735497e-08   7.02870570e-04  
   328       1   3.93705217e-03   3.44985460e+00  
   328       2   5.65575561e-06   2.32960203e-02  
   328       3   2.55273558e-07   4.31925736e-03  
   329       1   4.22670342e-03   2.63758049e+00  
   329       2   2.85860466e-06   7.69014280e-02  
   329       3   4.31941650e-07   6.65241941e-03  
   329       4   7.58945844e-08   6.00787000e-04  
   330       1   3.92316926e-03   2.49203253e+00  
   330       2   6.49840359e-06   1.13716239e-01  
   330       3   3.43586148e-07   7.35883553e-03  
   330       4   7.20428876e-08   5.45801760e-04  
   331       1   4.14378484e-03   2.31278158e+00  
   331       2   5.27605781e-06   6.73227835e-02  
   331       3   4.33097518e-07   1.53953193e-02  
   331       4   2.59984296e-08   5.18386299e-04  
   332       1   3.91552459e-03   2.67114986e+00  
   332       2   4.90664019e-06   7.27422831e-02  
   332       3   3.25756273e-07   1.64207736e-02  
   332       4   6.41818502e-08   7.25903687e-04  
   333       1   3.97187782e-03   3.74137086e+00  
   333       2   4.02145772e-06   6.27515527e-02  
   333       3   3.72030043e-07   7.31406819e-03  
   333       4   3.28537033e-08   9.71946318e-04  
   334       1   4.05010627e-03   5.40170772e+00  
   334       2   3.54638668e-06   2.34224495e-01  
   334       3   2.76054135e-07   2.88229274e-02  
   334       4   5.64557139e-08   1.97144695e-03  
   335       1   3.92292281e-03   5.56451696e+00  
   335       2   2.63003710e-06   9.37181224e-02  
   335       3   1.89661503e-07   2.65977359e-03  
   336       1   4.04966715e-03   5.41941892e+00  
   336       2   3.89748900e-06   7.83216769e-02  
   336       3   4.48323449e-07   3.06876511e-02  
   336       4   4.15298372e-08   3.00628252e-03  
   337       1   3.89469523e-03   5.27346702e+00  
   337       2   3.56622295e-06   1.41581506e-01  
   337       3   6.44960339e-07   1.45278833e-02  
   337       4   3.13721407e-08   1.24245724e-03  
   338       1   3.89739714e-03   6.11737484e+00  
   338       2   3.30413830e-06   7.97622176e-02  
   338       3   2.26985701e-07   6.25970390e-03  
   338       4   2.95697501e-08   1.10263448e-03  
   339       1   3.83862253e-03   5.72425899e+00  
   339       2   3.52364046e-06   3.85717432e-02  
   339       3   6.55610727e-07   1.53307735e-02  
   339       4   7.86161557e-08   2.17090062e-03  
   340       1   3.86249117e-03   4.76470804e+00  
   340       2   4.04015600e-06   1.62016837e-01  
   340       3   7.21719758e-07   2.41943901e-02  
   340       4   4.79328825e-08   6.83567142e-04  
   341       1   3.81990920e-03   4.52264942e+00  
   341       2   3.79401591e-06   6.10861805e-01  
   341       3   2.65338197e-07   1.97207142e-02  
   341       4   7.13284794e-08   2.26286853e-03  
   342       1   3.86215010e-03   3.97528515e+00  
   342       2   2.95356267e-06   6.03475409e-02  
   342       3   1.70158903e-07   3.62018826e-03  
   343       1   3.83162115e-03   3.82816205e+00  
   343       2   3.15049640e-06   6.23745128e-02  
   343       3   1.77895225e-07   8.01812422e-03  
   343       4   4.45616827e-08   3.71697230e-04  
   344       1   3.86405111e-03   3.53958584e+00  
   344       2   3.87431875e-06   3.26345109e-01  
   344       3   5.33544180e-07   3.00898273e-03  
   345       1   3.86815637e-03   3.86403210e+00  
   345       2   2.31586012e-06   3.01240671e-02  
   345       3   2.72016580e-07   4.49653313e-03  
   346       1   3.83620798e-03   4.34813420e+00  
   346       2   3.51348540e-06   9.41478224e-02  
   346       3   2.74270008e-07   1.98154462e-03  
   347       1   3.81393219e-03   6.08337475e+00  
   347       2   2.93573972e-06   1.04859285e-01  
   347       3   1.63235933e-07   5.90006445e-03  
   347       4   6.31661641e-08   3.18718659e-03  
   348       1   3.82475274e-03   5.66053497e+00  
   348       2   6.10037833e-06   2.26016235e-01  
   348       3   4.96788422e-07   1.67714294e-02  
   348       4   7.34107170e-08   3.88906275e-04  
   349       1   3.78531412e-03   4.53277815e+00  
   349       2   3.45694069e-06   1.51669705e-01  
   349       3   3.30543906e-07   1.61086130e-02  
   349       4   3.12965492e-08   1.15050792e-03  
   350       1   3.71166479e-03   4.43782638e+00  
   350       2   3.14589274e-06   1.16639593e-01  
   350       3   1.56386362e-07   1.46349771e-02  
   350       4   2.83700644e-08   1.47802568e-03  
   351       1   3.72811943e-03   4.14361298e+00  
   351       2   4.65020815e-06   2.81961081e-02  
   351       3   1.52336078e-07   1.80686589e-03  
   352       1   3.76427180e-03   4.18245613e+00  
   352       2   3.86086563e-06   5.94873870e-02  
   352       3   1.94318898e-07   2.26998830e-03  
   353       1   3.76388374e-03   3.75294404e+00  
   353       2   2.22077284e-06   1.27302395e-01  
   353       3   4.40052018e-07   1.42183787e-03  
   354       1   3.83927447e-03   3.52471403e+00  
   354       2   3.50046064e-06   3.19479196e-02  
   354       3   4.14726102e-07   6.32972295e-03  
   354       4   3.44858468e-08   7.37335596e-04  
   355       1   3.73373508e-03   3.30479458e+00  
   355       2   7.63030521e-06   3.20951421e-01  
   355       3   2.69614153e-07   1.09384450e-02  
   355       4   6.19342986e-08   9.26580754e-04  
   356       1   3.66188160e-03   3.53304176e+00  
   356       2   5.03435954e-06   2.03421526e-01  
   356       3   5.76426192e-07   1.30964940e-02  
   356       4   9.13884049e-08   1.25636746e-03  
   357       1   3.75693984e-03   4.16634990e+00  
   357       2   3.73865094e-06   1.56270668e-01  
   357       3   4.39727527e-07   6.84628639e-03  
   357       4   2.51319057e-08   1.22162204e-03  
   358       1   3.52109452e-03   6.01789459e+00  
   358       2   2.73685771e-06   7.71311840e-02  
   358       3   4.47994051e-07   8.00576033e-03  
   358       4   1.72666360e-08   1.52049515e-03  
   359       1   3.88157895e-03   5.24379249e+00  
   359       2   3.12469846e-06   1.31245099e-01  
   359       3   3.23250305e-07   4.13005847e-03  
   360       1   3.51072951e-03   3.63439485e+00  
   360       2   3.17005017e-06   7.30374361e-02  
   360       3   3.33031669e-07   9.07042195e-03  
   360       4   6.66613528e-08   1.33804071e-03  
   361       1   3.84066949e-03   2.95439563e+00  
   361       2   9.19322705e-06   1.04144201e-01  
   361       3   7.98369988e-07   3.05899524e-03  
   362       1   3.47846307e-03   2.72070895e+00  
   362       2   3.00527342e-06   1.22394294e-01  
   362       3   2.91034236e-07   2.57075157e-03  
   363       1   3.76145316e-03   2.47206057e+00  
   363       2   3.02474906e-06   2.16906856e-02  
   363       3   2.38289364e-07   1.55090746e-03  
   364       1   3.54957879e-03   2.52813153e+00  
   364       2   6.89942724e-06   1.48610709e-02  
   364       3   4.00522095e-07   1.94311933e-02  
   364       4   3.53066642e-08   5.06649957e-04  
   365       1   3.73358738e-03   2.32501220e+00  
   365       2   2.76683803e-06   4.71091439e-02  
   365       3   2.83174540e-07   5.30833767e-04  
   366       1   3.51217665e-03   2.45660412e+00  
   366       2   5.88486356e-06   1.38443829e-01  
   366       3   1.09628472e-06   8.96039148e-03  
   366       4   5.66458368e-08   8.75870135e-04  
   367       1   3.63247665e-03   2.32670448e+00  
   367       2   5.74006078e-06   7.92837343e-02  
   367       3   3.21840606e-07   6.08682753e-03  
   367       4   8.07736927e-08   6.43126989e-04  
   368       1   3.52255408e-03   2.53557226e+00  
   368       2   2.85267440e-06   1.69021824e-01  
   368       3   5.72386977e-07   7.33598386e-03  
   368       4   8.65729518e-08   7.23291379e-04  
   369       1   3.58927432e-03   2.74387951e+00  
   369       2   5.23106810e-06   8.06442038e-02  
   369       3   1.77846862e-07   4.21777417e-03  
   370       1   3.56898351e-03   3.64239621e+00  
   370       2   1.81891946e-06   2.18310869e-01  
   370       3   3.73377402e-07   7.62000381e-03  
   370       4   5.32009836e-08   7.11713770e-03  
   370       5   7.76712000e-09   2.35359650e-03  
   371       1   3.53691967e-03   6.07626931e+00  
   371       2   3.93946494e-06   2.66927265e-01  
   371       3   2.06127313e-07   2.62506691e-02  
   371       4   9.35062882e-08   8.43640259e-03  
   371       5   3.60881995e-08   6.19668043e-03  
   371       6   2.98994303e-08   3.78586642e-03  
   372       1   3.65774844e-03   5.29426470e+00  
   372       2   5.41111112e-06   5.12481267e-01  
   372       3   5.62555914e-07   1.62673990e-01  
   372       4   2.36563864e-07   1.60453370e-02  
   372       5   5.42083579e-08   1.05599925e-02  
   372       6   2.93506016e-08   3.14176519e-03  
   373       1   3.51829492e-03   4.02368212e+00  
   373       2   4.46733143e-06   3.00436617e-01  
   373       3   3.10157529e-07   2.78127611e-02  
   373       4   2.98079646e-08   3.45185988e-03  
   374       1   3.64939813e-03   4.02522828e+00  
   374       2   4.33593063e-06   2.87826202e-01  
   374       3   2.50090700e-07   5.94204328e-02  
   374       4   6.99554159e-08   4.59713198e-03  
   375       1   3.57874137e-03   4.55793335e+00  
   375       2   3.37375820e-06   5.75763902e-01  
   375       3   1.47678345e-07   5.31687128e-02  
   375       4   3.27295745e-08   8.20230525e-03  
   375       5   1.28427449e-08   2.37825112e-03  
   376       1   3.63986946e-03   6.14445052e+00  
   376       2   3.63356071e-06   4.54358320e-01  
   376       3   1.66386344e-07   6.85775532e-02  
   376       4   7.84142282e-08   1.14093508e-02  
   376       5   1.99456532e-08   5.19172765e-03  
   376       6   1.11519311e-08   1.15661568e-03  
   377       1   3.70294292e-03   5.41088840e+00  
   377       2   4.36795566e-06   6.39024884e-01  
   377       3   1.92672431e-07   2.65885680e-02  
   377       4   1.28756581e-07   1.20315331e-02  
   377       5   4.71277178e-08   2.94636645e-03  
   378       1   3.59206885e-03   4.29966003e+00  
   378       2   4.94079109e-06   5.34129574e-01  
   378       3   1.94556854e-07   5.21506977e-02  
   378       4   4.23054410e-08   1.82351140e-02  
   378       5   8.91524266e-09   1.84369681e-03  
   379       1   3.60435828e-03   4.55054761e+00  
   379       2   4.31891174e-06   3.27001569e-01  
   379       3   3.71834149e-07   3.30109931e-02  
   379       4   5.23949842e-08   5.21433914e-03  
   379       5   1.06890086e-08   2.05656321e-03  
   380       1   3.52272484e-03   5.15568813e+00  
   380       2   4.22821433e-06   4.37999275e-01  
   380       3   2.55910419e-07   1.19281600e-01  
   380       4   1.99125148e-07   3.43372964e-03  
   381       1   3.41009799e-03   5.91623735e+00  
   381       2   7.54951410e-06   3.81877293e-01  
   381       3   4.22685231e-07   1.17167735e-01  
   381       4   4.03755401e-08   1.05116444e-02  
   381       5   1.10739246e-08   5.79486467e-04  
   382       1   3.61070498e-03   4.95388501e+00  
   382       2   5.43164537e-06   5.71102432e-01  
   382       3   4.19531771e-07   5.75884766e-02  
   382       4   4.41045757e-08   1.08205344e-02  
   382       5   4.78125100e-09   4.36040741e-04  
   383       1   3.45286262e-03   4.02217858e+00  
   383       2   4.24517894e-06   3.44826313e-01  
   383       3   4.62434179e-07   3.46405055e-01  
   383       4   4.07200488e-07   3.58619608e-02  
   383       5   1.75004306e-07   4.80607156e-03  
   384       1   3.66480683e-03   4.13536137e+00  
   384       2   7.99835964e-06   2.22029871e-01  
   384       3   4.02918002e-07   4.08134948e-02  
   384       4   6.71255057e-08   1.57208767e-02  
   384       5   1.60249562e-08   1.07738909e-03  
   385       1   3.48104313e-03   4.52746901e+00  
   385       2   5.29851020e-06   3.87473228e-01  
   385       3   7.48470643e-07   3.36087500e-02  
   385       4   4.61724469e-08   6.11766714e-03  
   385       5   8.80013518e-09   1.11449260e-03  
   386       1   3.52833432e-03   5.76491762e+00  
   386       2   3.17760961e-06   3.92549074e-01  
   386       3   3.65183741e-07   2.89590236e-02  
   386       4   2.10862186e-08   3.98364413e-03  
   387       1   3.50213292e-03   5.96498763e+00  
   387       2   2.94209420e-06   1.82825369e-01  
   387       3   3.19033594e-07   2.04133601e-02  
   387       4   1.09701448e-07   4.48451516e-03  
   388       1   3.48933896e-03   5.56657844e+00  
   388       2   2.84701650e-06   6.84848500e-01  
   388       3   3.80484175e-07   1.59287374e-02  
   388       4   6.62989448e-08   1.57946387e-03  
   389       1   3.57553248e-03   5.14844355e+00  
   389       2   2.26774134e-06   9.40234849e-02  
   389       3   2.47428175e-07   1.22233272e-02  
   389       4   4.39542222e-08   2.04292228e-03  
   390       1   3.40458879e-03   4.46599536e+00  
   390       2   2.35655048e-06   3.36150531e-02  
   390       3   1.99345926e-07   7.72974604e-03  
   390       4   3.10842013e-08   1.21399514e-03  
   391       1   3.60136559e-03   4.86268173e+00  
   391       2   3.64374962e-06   1.89617906e-01  
   391       3   3.11751476e-07   1.21537063e-02  
   391       4   2.61517106e-08   1.95232056e-03  
   392       1   3.43682634e-03   5.54535568e+00  
   392       2   2.84191412e-06   7.52561729e-02  
   392       3   2.07754024e-07   7.83645362e-03  
   392       4   2.05989501e-08   1.21288079e-03  
   393       1   3.60945029e-03   5.28474972e+00  
   393       2   4.32916170e-06   2.24954384e-01  
   393       3   7.45092359e-07   8.48519207e-03  
   393       4   7.97409353e-08   1.24480771e-03  
   394       1   3.51689400e-03   3.53302470e+00  
   394       2   4.00227448e-06   1.51386166e-02  
   394       3   3.18618149e-07   5.60382983e-03  
   394       4   8.07733341e-08   7.68689187e-04  
   395       1   3.58210540e-03   2.83699594e+00  
   395       2   2.63914168e-06   1.79073626e-02  
   395       3   3.53212933e-07   3.82487427e-03  
   396       1   3.48712364e-03   2.44497780e+00  
   396       2   3.67248345e-06   1.12710379e-01  
   396       3   4.91475419e-07   6.80292535e-03  
   396       4   9.26785180e-08   1.27266440e-03  
   397       1   3.51982466e-03   2.40028022e+00  
   397       2   4.61691723e-06   2.42380327e-01  
   397       3   7.32103339e-07   9.94313509e-03  
   397       4   1.38921709e-07   6.57545302e-04  
   398       1   3.40984398e-03   2.36277295e+00  
   398       2   7.29557715e-06   2.55226156e-01  
   398       3   5.22849759e-07   9.74685957e-03  
   398       4   2.73854115e-07   2.36617329e-03  
   399       1   3.46611079e-03   2.58916246e+00  
   399       2   5.80634405e-06   7.26407800e-02  
   399       3   4.94821042e-07   6.07393334e-03  
   399       4   7.56291926e-08   6.97261505e-04  
   400       1   3.46774039e-03   2.58803730e+00  
   400       2   6.29256916e-06   1.07736022e-01  
   400       3   6.55606295e-07   6.53458369e-03  
   400       4   9.31334515e-08   1.68707929e-03  
   401       1   3.36928488e-03   2.68833790e+00  
   401       2   2.31719116e-06   3.61487399e-02  
   401       3   2.13408825e-07   4.06430420e-03  
   402       1   3.53420126e-03   2.51360131e+00  
   402       2   4.09716664e-06   4.42268388e-02  
   402       3   3.19425943e-07   7.04798889e-03  
   402       4   1.43541147e-07   2.98919629e-03  
   403       1   3.29659032e-03   2.51984446e+00  
   403       2   4.19002134e-06   9.79119922e-02  
   403       3   7.48813958e-07   8.38615787e-03  
   403       4   2.21034489e-07   1.27633565e-03  
   404       1   3.47568710e-03   2.36696994e+00  
   404       2   7.07087727e-06   2.77333950e-02  
   404       3   7.72705194e-07   7.31482699e-03  
   404       4   6.58835325e-08   5.31424053e-04  
   405       1   3.30867857e-03   2.56556914e+00  
   405       2   5.27573270e-06   2.16443431e-01  
   405       3   3.86558769e-07   1.30354142e-02  
   405       4   7.13472688e-08   1.15841563e-03  
   406       1   3.42094749e-03   2.85742361e+00  
   406       2   2.06953870e-06   2.58572563e-02  
   406       3   1.84376523e-07   1.12953071e-02  
   406       4   2.07615449e-08   8.83723920e-04  
   407       1   3.45459422e-03   3.53630509e+00  
   407       2   4.04517044e-06   3.91547161e-01  
   407       3   3.62190463e-07   2.06695665e-02  
   407       4   8.01185228e-08   2.26734984e-03  
   408       1   3.41693868e-03   4.75340290e+00  
   408       2   3.41229164e-06   1.30311975e-01  
   408       3   3.19815822e-07   1.60308991e-02  
   408       4   3.83287272e-08   7.29030128e-04  
   409       1   3.36390515e-03   5.20474995e+00  
   409       2   3.07634205e-06   2.03153212e-01  
   409       3   1.00365651e-07   4.81699395e-03  
   410       1   3.30092176e-03   5.57817881e+00  
