TimeWindow  Iteration  ResRel(Displacement)  ResRel(Force)  
   107       1   1.30242990e-02   5.60575870e+00  
   107       2   3.11063846e-05   1.24925031e-01  
   107       3   1.55314818e-06   2.19088160e-02  
   107       4   2.33264395e-07   1.06874977e-03  
   108       1   1.24158008e-02   5.91999797e+00  
   108       2   1.30251329e-05   5.83686700e-01  
   108       3   7.14832391e-07   3.64921045e-03  
   109       1   1.26388090e-02   5.91373391e+00  
   109       2   4.77160453e-05   2.33039491e-02  
   109       3   2.07827058e-06   2.64169439e-02  
   109       4   9.34801169e-08   1.09808254e-03  
   110       1   1.26163186e-02   6.02451876e+00  
   110       2   5.65412527e-05   3.93233068e-01  
   110       3   3.34227110e-06   4.47162766e-02  
   110       4   3.27367729e-07   7.34529843e-04  
   111       1   1.21446274e-02   5.27852528e+00  
   111       2   3.50629437e-05   8.84242011e-01  
   111       3   2.95025580e-06   3.33187005e-02  
   111       4   2.15610685e-07   2.32434855e-03  
   112       1   1.21918573e-02   6.10806441e+00  
   112       2   3.04558248e-05   3.78186394e-01  
   112       3   1.95259456e-06   4.43820622e-02  
   112       4   2.78279720e-07   3.65317934e-03  
   113       1   1.22415263e-02   5.99988423e+00  
   113       2   3.09840564e-05   2.80908419e-01  
   113       3   1.93469072e-06   1.25555992e-02  
   113       4   1.76343323e-07   2.07416684e-03  
   114       1   1.16750204e-02   4.34996774e+00  
   114       2   2.75940958e-05   3.11197715e-01  
   114       3   1.03162522e-06   3.37350751e-03  
   115       1   1.21828424e-02   3.60370054e+00  
   115       2   2.98273191e-05   2.55751038e-01  
   115       3   2.03726674e-06   5.74028782e-03  
   115       4   4.37256921e-07   8.52053886e-04  
   116       1   1.16604514e-02   3.24497432e+00  
   116       2   3.05919087e-05   6.72241007e-01  
   116       3   1.04256741e-06   5.14444233e-03  
   116       4   3.31975041e-07   8.28519253e-04  
   117       1   1.18217048e-02   3.13079012e+00  
   117       2   2.73894710e-05   3.16187803e-01  
   117       3   2.10045311e-06   9.55574267e-03  
   117       4   2.04288759e-07   7.06679726e-04  
   118       1   1.14610713e-02   3.24354438e+00  
   118       2   6.10649123e-05   2.08876282e-01  
   118       3   5.06711361e-06   1.22970540e-02  
   118       4   5.37966839e-07   5.50301777e-04  
   119       1   1.15137457e-02   3.47263487e+00  
   119       2   2.16612878e-05   1.22890840e-01  
   119       3   1.24560241e-06   1.72305555e-02  
   119       4   1.98997741e-07   3.58052090e-04  
   120       1   1.13483188e-02   3.66168102e+00  
   120       2   2.59943545e-05   2.76112105e-01  
   120       3   4.59983939e-06   5.94321014e-03  
   120       4   1.24252623e-07   1.34002552e-03  
   121       1   1.15572902e-02   4.11612188e+00  
   121       2   3.66588777e-05   1.69547379e-01  
   121       3   2.75757259e-06   1.25260006e-02  
   121       4   3.31923557e-07   1.23036143e-03  
   122       1   1.09460093e-02   3.98858189e+00  
   122       2   1.95311171e-05   1.44056442e-01  
   122       3   2.48205277e-06   1.20354571e-02  
   122       4   1.42982456e-07   2.51147735e-03  
   123       1   1.14784208e-02   4.31937214e+00  
   123       2   1.27022005e-05   8.88195689e-02  
   123       3   1.10096277e-06   6.11921182e-03  
   123       4   1.31293291e-07   7.02858579e-04  
   124       1   1.08983524e-02   4.09623246e+00  
   124       2   1.71602066e-05   2.30982201e-01  
   124       3   2.03114996e-06   9.27908385e-03  
   124       4   3.49733595e-07   1.47056168e-03  
   125       1   1.13503466e-02   4.51673276e+00  
   125       2   2.56396212e-05   2.53319850e-01  
   125       3   1.32271216e-06   1.26135861e-02  
   125       4   1.72054652e-07   6.49222670e-04  
   126       1   1.07626646e-02   4.33102874e+00  
   126       2   2.44922874e-05   2.00893422e-01  
   126       3   2.10572891e-06   9.92945998e-03  
   126       4   1.82193450e-07   2.21775161e-03  
   127       1   1.11718335e-02   5.60134681e+00  
   127       2   1.19306377e-05   1.53386085e-01  
   127       3   7.91780948e-07   5.91385302e-03  
   127       4   1.08177209e-07   1.03119443e-03  
   128       1   1.10405351e-02   5.83540725e+00  
   128       2   1.02233584e-05   2.43903785e-01  
   128       3   1.16216596e-06   1.37686307e-02  
   128       4   1.93681034e-07   2.54143400e-03  
   129       1   1.08272399e-02   5.23665005e+00  
   129       2   3.61044091e-05   3.54427230e-01  
   129       3   2.44332333e-06   1.07289047e-02  
   129       4   1.31133870e-07   7.28177745e-04  
   130       1   1.11847401e-02   4.78280658e+00  
   130       2   3.14085644e-05   6.57797321e-01  
   130       3   1.22951422e-06   3.70598693e-03  
   131       1   1.06230654e-02   4.03730370e+00  
   131       2   3.01823458e-05   3.30868627e-01  
   131       3   1.03600830e-06   2.93304436e-02  
   131       4   1.52562356e-07   1.26456085e-03  
   132       1   1.08296317e-02   4.91293655e+00  
   132       2   2.05203397e-05   2.01012295e-01  
   132       3   1.55041954e-06   1.10188146e-02  
   132       4   1.13748299e-07   1.42039944e-03  
   133       1   1.08646921e-02   4.70876120e+00  
   133       2   2.23974149e-05   2.50210857e-01  
   133       3   2.26297737e-06   1.62541679e-02  
   133       4   1.58006732e-07   2.10381152e-03  
   134       1   1.04624055e-02   5.67828495e+00  
   134       2   4.22652406e-05   4.79741491e-01  
   134       3   1.33160094e-06   7.00623361e-03  
   134       4   1.43178900e-07   1.29483552e-03  
   135       1   1.08370193e-02   5.36179116e+00  
   135       2   3.70589398e-05   5.04868943e-01  
   135       3   1.72994746e-06   1.16207287e-02  
   135       4   1.79322965e-07   1.24049011e-03  
   136       1   1.03096325e-02   6.04042016e+00  
   136       2   1.79238106e-05   5.71374427e-01  
   136       3   1.24377235e-06   1.87681535e-02  
   136       4   1.78936598e-07   5.69638897e-04  
   137       1   1.07124018e-02   6.03520441e+00  
   137       2   1.82978137e-05   4.93064292e-01  
   137       3   1.19797273e-06   6.55122431e-03  
   137       4   7.82426505e-08   1.58813420e-04  
   138       1   1.02336225e-02   5.35588757e+00  
   138       2   3.32588500e-05   4.02470165e-01  
   138       3   1.42635934e-06   9.51920684e-03  
   138       4   1.36504879e-07   7.84910929e-04  
   139       1   1.07899718e-02   5.20266961e+00  
   139       2   2.41531120e-05   2.46218455e-01  
   139       3   1.15967777e-06   1.39863721e-02  
   139       4   8.21902473e-08   7.42891714e-04  
   140       1   1.01583161e-02   4.25244030e+00  
   140       2   2.71701512e-05   3.00043341e-01  
   140       3   1.19635987e-06   5.37806654e-03  
   140       4   2.65746989e-07   8.86416731e-04  
   141       1   1.07874299e-02   4.36858006e+00  
   141       2   3.40100513e-05   3.63828492e-01  
   141       3   1.31492975e-06   8.09296527e-03  
   141       4   8.40585014e-08   1.09258213e-03  
   142       1   9.82597760e-03   4.11666339e+00  
   142       2   2.55585480e-05   2.02473476e-01  
   142       3   9.41513744e-07   1.82098097e-02  
   142       4   1.35398236e-07   1.15014877e-03  
   143       1   1.06432914e-02   5.31151940e+00  
   143       2   2.14818748e-05   1.70405484e-01  
   143       3   1.28343375e-06   9.43302050e-03  
   143       4   1.15444310e-07   2.22662365e-04  
   144       1   1.00310342e-02   5.53290919e+00  
   144       2   1.40927701e-05   3.12725720e-01  
   144       3   1.29952491e-06   1.85846997e-02  
   144       4   7.88100049e-08   2.80016216e-04  
   145       1   1.05104796e-02   5.81145146e+00  
   145       2   1.21101081e-05   7.25684487e-02  
   145       3   6.51915845e-07   3.89261545e-03  
   146       1   1.01007814e-02   5.62738898e+00  
   146       2   2.63931946e-05   3.71500275e-01  
   146       3   7.78490991e-07   7.91799787e-03  
   146       4   1.51294903e-07   3.79410490e-04  
   147       1   1.04261428e-02   5.00098462e+00  
   147       2   2.03007474e-05   1.77225105e-01  
   147       3   4.01186671e-07   7.48963351e-03  
   147       4   1.07726648e-07   1.25747218e-04  
   148       1   1.00439462e-02   5.81886932e+00  
   148       2   1.84560900e-05   1.44764515e-01  
   148       3   4.38073384e-07   1.71955570e-03  
   149       1   1.03376482e-02   5.53641829e+00  
   149       2   1.98084335e-05   2.49383398e-01  
   149       3   1.57091516e-06   6.82279882e-03  
   149       4   4.35379130e-08   5.56279617e-04  
   150       1   1.00105806e-02   6.03053532e+00  
   150       2   1.57162099e-05   3.75702172e-01  
   150       3   1.78829357e-06   2.12410943e-03  
   151       1   1.01565052e-02   5.56852370e+00  
   151       2   9.51658596e-06   2.25046555e-01  
   151       3   5.46767728e-07   5.34577185e-03  
   151       4   2.91907247e-08   4.76539172e-04  
   152       1   9.91865630e-03   6.10519317e+00  
   152       2   1.98609041e-05   1.54912923e-01  
   152       3   1.18219706e-06   2.33030736e-02  
   152       4   7.33713522e-08   8.38211399e-04  
   153       1   1.03020238e-02   6.04280696e+00  
   153       2   1.21233869e-05   3.14343778e-01  
   153       3   6.87927484e-07   5.98308779e-03  
   153       4   8.32948086e-08   2.45177428e-04  
   154       1   9.53736444e-03   4.77553737e+00  
   154       2   1.88692504e-05   2.68747589e-01  
   154       3   7.46593655e-07   9.63192431e-03  
   154       4   9.49541021e-08   1.34375848e-03  
   155       1   1.03519273e-02   4.55618546e+00  
   155       2   1.19467258e-05   1.87201718e-01  
   155       3   6.12808177e-07   2.79065737e-03  
   156       1   9.73497100e-03   4.36382559e+00  
   156       2   2.69077154e-05   4.52278291e-01  
   156       3   1.72768442e-06   8.20170835e-03  
   156       4   1.98531193e-07   6.27860976e-04  
   157       1   9.80977175e-03   6.10651590e+00  
   157       2   9.99870991e-06   1.02844613e-01  
   157       3   5.54348860e-07   4.80822288e-03  
   158       1   1.00962881e-02   6.03793416e+00  
   158       2   1.00866747e-05   3.29589228e-01  
   158       3   7.57857579e-07   4.24486336e-03  
   159       1   9.61706130e-03   4.97008046e+00  
   159       2   1.43475292e-05   1.11182686e-01  
   159       3   3.41775609e-07   3.77815114e-03  
   160       1   1.00000405e-02   5.44663205e+00  
   160       2   3.30260510e-05   2.27685588e-01  
   160       3   6.61407996e-07   7.00710768e-03  
   160       4   7.14862189e-08   4.46075938e-04  
   161       1   9.55948287e-03   5.06317969e+00  
   161       2   1.20695074e-05   7.48894794e-01  
   161       3   1.11762557e-06   2.30510825e-02  
   161       4   1.33454368e-07   7.27128493e-04  
   162       1   9.81018250e-03   6.08648033e+00  
   162       2   9.00269376e-06   1.08904949e-01  
   162       3   4.70592847e-07   2.36682040e-03  
   163       1   9.62661493e-03   5.81280663e+00  
   163       2   3.07070954e-05   2.63345220e-01  
   163       3   1.56287817e-06   7.17105525e-03  
   163       4   8.82412078e-08   1.10200912e-03  
   164       1   9.75625289e-03   6.10093581e+00  
   164       2   2.57347055e-05   1.39340079e-01  
   164       3   9.40082693e-07   5.95491760e-03  
   164       4   7.15860016e-08   4.39445548e-04  
   165       1   9.38767651e-03   5.57730954e+00  
   165       2   2.14100673e-05   3.13070495e-01  
   165       3   1.80072849e-06   1.46442107e-02  
   165       4   1.48662428e-07   1.70026876e-03  
   166       1   9.54653556e-03   5.36416143e+00  
   166       2   2.08835692e-05   1.08094614e-01  
   166       3   9.06066358e-07   9.60069967e-04  
   167       1   9.28385665e-03   4.22131019e+00  
   167       2   1.70987920e-05   3.17116673e-02  
   167       3   9.99156025e-07   1.10057284e-02  
   167       4   1.48452049e-07   3.50769883e-03  
   168       1   9.46911273e-03   3.91766540e+00  
   168       2   1.45878964e-05   2.59413367e-01  
   168       3   8.97206820e-07   7.51081137e-03  
   168       4   1.54373646e-07   2.82765089e-04  
   169       1   9.36613050e-03   3.58124620e+00  
   169       2   2.00750516e-05   1.25430562e+00  
   169       3   1.11472919e-06   6.86500722e-03  
   169       4   1.28755042e-07   1.47947627e-03  
   170       1   9.23373545e-03   3.85173919e+00  
   170       2   5.91481785e-06   3.35672484e-02  
   170       3   7.30465090e-07   1.42546559e-03  
   171       1   9.33741632e-03   4.11666386e+00  
   171       2   1.78869238e-05   2.67077932e-01  
   171       3   9.80989897e-07   2.13891127e-02  
   171       4   7.85180794e-08   1.53926644e-03  
   172       1   8.93499309e-03   5.64082928e+00  
   172       2   1.22679333e-05   1.03244881e-01  
   172       3   3.05151879e-06   1.79505781e-02  
   172       4   2.59662211e-07   3.34947310e-03  
   173       1   9.32035086e-03   5.87248084e+00  
   173       2   1.07435757e-05   3.38153569e-01  
   173       3   8.51970940e-07   6.99342383e-03  
   173       4   1.98146471e-07   2.09858283e-03  
   174       1   8.69369735e-03   5.82620054e+00  
   174       2   1.60834223e-05   1.18047353e-01  
   174       3   5.39621634e-07   6.42838876e-03  
   174       4   6.54904655e-08   1.14301209e-03  
   175       1   9.17912484e-03   6.16521248e+00  
   175       2   2.35073219e-05   7.70291052e-02  
   175       3   1.06259754e-06   9.56184903e-03  
   175       4   9.11079734e-08   1.78859411e-03  
   176       1   8.76703097e-03   5.93814181e+00  
   176       2   1.40452571e-05   7.31797943e-02  
   176       3   4.70544972e-07   1.07421871e-02  
   176       4   6.83960505e-08   1.50422984e-03  
   177       1   8.79111776e-03   5.77263485e+00  
   177       2   9.42336076e-06   3.37460250e-01  
   177       3   4.66729722e-07   1.41447517e-02  
   177       4   6.74246433e-08   7.50504911e-04  
   178       1   8.85341693e-03   5.91397530e+00  
   178       2   1.68738816e-05   1.53487725e-01  
   178       3   9.13272647e-07   4.01738385e-03  
   179       1   8.68275455e-03   4.99697466e+00  
   179       2   1.07709542e-05   5.42726133e-02  
   179       3   6.34421585e-07   6.39907528e-03  
   179       4   5.32114311e-08   8.21024295e-04  
   180       1   8.64629019e-03   5.55505321e+00  
   180       2   1.01514299e-05   3.22581837e-01  
   180       3   2.26768958e-06   1.02401784e-02  
   180       4   2.69712700e-07   3.18444643e-03  
   181       1   8.63754206e-03   4.81965166e+00  
   181       2   2.12340524e-05   4.53496875e-01  
   181       3   6.10771015e-07   1.40390791e-02  
   181       4   1.40494827e-07   1.64087018e-03  
   182       1   8.30633255e-03   5.47651019e+00  
   182       2   1.35078468e-05   5.43543216e-02  
   182       3   9.92806428e-07   2.27189146e-02  
   182       4   4.99492467e-08   1.38149489e-03  
   183       1   8.56925274e-03   5.08561713e+00  
   183       2   8.09847883e-06   1.86307602e-01  
   183       3   9.42633931e-07   4.40877143e-03  
   184       1   8.07808047e-03   5.69214433e+00  
   184       2   7.53187802e-06   2.59006020e-01  
   184       3   7.80563534e-07   8.84961691e-03  
   184       4   5.79316726e-08   3.69558715e-04  
   185       1   8.30199116e-03   5.41461225e+00  
   185       2   1.06618304e-05   1.35371130e-01  
   185       3   3.99604625e-07   8.26668718e-03  
   185       4   5.33098266e-08   6.11183448e-04  
   186       1   8.05092554e-03   5.83166591e+00  
   186       2   8.56485801e-06   4.06843113e-01  
   186       3   9.76380230e-07   1.32867636e-02  
   186       4   5.99833167e-08   1.73663740e-03  
   187       1   8.21013098e-03   5.34627561e+00  
   187       2   1.00498569e-05   2.48949902e-01  
   187       3   5.89514531e-07   1.44382574e-02  
   187       4   9.44168862e-08   6.05252734e-04  
   188       1   8.00553670e-03   5.74517628e+00  
   188       2   1.02685399e-05   1.01389535e-01  
   188       3   5.12237642e-07   2.24067746e-03  
   189       1   7.96620823e-03   4.85849869e+00  
   189       2   1.39672008e-05   4.39977913e-01  
   189       3   1.45526735e-06   1.39845635e-02  
   189       4   1.54090685e-07   1.65627725e-03  
   190       1   7.84522746e-03   4.46414354e+00  
   190       2   8.85750127e-06   7.48945008e-01  
   190       3   7.03568502e-07   1.49374891e-02  
   190       4   7.79921683e-08   7.68928389e-04  
   191       1   7.66702641e-03   3.65250091e+00  
   191       2   6.31977550e-06   1.94244418e-01  
   191       3   5.28719237e-07   4.77585859e-03  
   192       1   7.88695563e-03   3.24470219e+00  
   192       2   8.17909330e-06   1.07873236e-01  
   192       3   4.67114693e-07   9.84706322e-03  
   192       4   5.52736024e-08   1.63667141e-03  
   193       1   7.57129343e-03   3.29381674e+00  
   193       2   1.23603485e-05   1.16670785e-01  
   193       3   8.66713546e-07   2.07965789e-03  
   194       1   7.60052571e-03   4.12579430e+00  
   194       2   7.41329493e-06   1.45311240e-01  
   194       3   8.00316749e-07   3.18997340e-02  
   194       4   5.81653026e-08   8.52005835e-04  
   195       1   7.46661320e-03   4.83435631e+00  
   195       2   8.39204571e-06   3.47322747e-01  
   195       3   5.54806088e-07   5.91120788e-03  
   195       4   7.00185684e-08   2.55803735e-03  
   196       1   7.37268437e-03   6.09617302e+00  
   196       2   8.99749890e-06   3.96554481e-01  
   196       3   7.47245041e-07   9.48694829e-03  
   196       4   9.44645684e-08   3.60433524e-03  
   197       1   7.14762424e-03   5.96398937e+00  
   197       2   6.16553665e-06   4.25526064e-01  
   197       3   4.58536025e-07   4.50237544e-03  
   198       1   7.37751626e-03   5.11283246e+00  
   198       2   8.40158246e-06   8.80848489e-02  
   198       3   1.75431668e-06   1.15493558e-02  
   198       4   2.27869907e-07   2.36254815e-03  
   199       1   7.17027963e-03   4.41446325e+00  
   199       2   8.57160099e-06   1.20092373e-01  
   199       3   4.42640802e-07   5.57414221e-03  
   199       4   9.86924290e-08   7.34693300e-04  
   200       1   6.95326991e-03   3.38508496e+00  
   200       2   4.91915043e-06   1.90856586e-02  
   200       3   1.17533662e-06   6.86154465e-03  
   200       4   8.08299293e-08   6.90564547e-04  
   201       1   7.27287023e-03   2.64953606e+00  
   201       2   7.11969343e-06   1.17122738e-01  
   201       3   5.14336909e-07   5.95057559e-03  
   201       4   1.08429668e-07   1.62609812e-04  
   202       1   6.64242197e-03   2.56402662e+00  
   202       2   8.58061176e-06   2.45596336e-01  
   202       3   4.63958236e-07   1.54664882e-03  
   203       1   7.25461276e-03   2.20496987e+00  
   203       2   1.35793219e-05   9.51886652e-02  
   203       3   5.81662405e-07   3.64404787e-03  
   204       1   6.60583395e-03   2.48735785e+00  
   204       2   1.77754157e-05   6.57003811e-01  
   204       3   9.67306833e-07   1.55489050e-02  
   204       4   1.49135294e-07   7.35733164e-04  
   205       1   6.96306774e-03   2.44649136e+00  
   205       2   8.11842611e-06   1.25279065e-01  
   205       3   5.58836712e-07   1.07576679e-02  
   205       4   6.16556039e-08   6.65554368e-04  
   206       1   6.67129257e-03   2.95096388e+00  
   206       2   1.49446538e-05   1.93562086e-01  
   206       3   1.11166293e-06   1.56150401e-02  
   206       4   3.66811961e-08   5.49928909e-04  
   207       1   6.77944910e-03   3.51761863e+00  
   207       2   1.31554588e-05   1.55499011e-01  
   207       3   8.06102055e-07   2.40978103e-02  
   207       4   3.88114169e-08   9.96947531e-04  
   208       1   6.63370711e-03   3.80698990e+00  
   208       2   7.63115860e-06   1.84604809e-01  
   208       3   8.54800611e-07   6.55186138e-03  
   208       4   8.48219777e-08   1.47537340e-03  
   209       1   6.72497039e-03   3.99552380e+00  
   209       2   1.55543204e-05   7.89045705e-02  
   209       3   6.70527432e-07   5.56553228e-03  
   209       4   5.80329464e-08   5.67858474e-04  
   210       1   6.51034386e-03   3.68964511e+00  
   210       2   9.16191781e-06   1.75129776e-01  
   210       3   1.73530486e-06   2.11341991e-02  
   210       4   1.14962486e-07   1.08531782e-03  
   211       1   6.72899546e-03   3.52924698e+00  
   211       2   9.46017971e-06   1.69700905e-01  
   211       3   3.91605212e-07   6.83156301e-03  
   211       4   4.04626161e-08   7.75332160e-04  
   212       1   6.41939906e-03   3.48689844e+00  
   212       2   9.38596076e-06   1.81884214e-01  
   212       3   4.36655866e-07   7.94182301e-03  
   212       4   4.56252375e-08   4.75125777e-04  
   213       1   6.55381785e-03   3.88433092e+00  
   213       2   4.85659134e-06   1.34137221e-01  
   213       3   8.75638533e-07   1.77831480e-02  
   213       4   6.06823010e-08   1.29218429e-03  
   214       1   6.25089513e-03   4.19210465e+00  
   214       2   9.97022390e-06   5.26335492e-01  
   214       3   1.01840512e-06   4.04626007e-02  
   214       4   5.79573632e-08   2.66273858e-03  
   215       1   6.43789253e-03   5.51607927e+00  
   215       2   1.20892887e-05   2.62532985e-01  
   215       3   6.49421033e-07   1.85513411e-02  
   215       4   8.30076699e-08   1.09505749e-03  
   216       1   6.25215639e-03   5.50426326e+00  
   216       2   1.26291867e-05   1.20355357e-01  
   216       3   5.21618388e-07   3.27881561e-02  
   216       4   8.30790514e-08   6.27908763e-04  
   217       1   6.36999889e-03   6.05359532e+00  
   217       2   6.56571459e-06   1.50602361e-01  
   217       3   3.22265717e-07   4.76488477e-03  
   218       1   6.28480789e-03   5.77292253e+00  
   218       2   7.35085958e-06   1.47143952e-01  
   218       3   7.79489713e-07   1.74859287e-02  
   218       4   5.40792558e-08   2.02493035e-03  
   219       1   6.30053497e-03   5.91388883e+00  
   219       2   5.04272458e-06   1.19926020e-01  
   219       3   2.42429472e-07   8.71359161e-03  
   219       4   5.53533045e-08   5.46153887e-04  
   220       1   6.14290885e-03   5.41063507e+00  
   220       2   4.03742522e-06   7.90075514e-02  
   220       3   2.56794674e-07   4.55631816e-03  
   221       1   6.26663063e-03   5.79919735e+00  
   221       2   5.17483821e-06   2.29272485e-01  
   221       3   2.91387169e-07   2.08302285e-02  
   221       4   3.19285145e-08   4.98395895e-04  
   222       1   6.13295863e-03   5.47774458e+00  
   222       2   3.89673660e-06   1.89391756e-01  
   222       3   5.08147693e-07   4.51574898e-03  
   223       1   6.21213878e-03   6.10040297e+00  
   223       2   1.12951877e-05   2.58861424e-01  
   223       3   7.64963871e-07   4.70573087e-03  
   224       1   6.13936644e-03   5.96533894e+00  
   224       2   5.01468036e-06   9.34159801e-02  
   224       3   3.24736848e-07   4.18083463e-03  
   225       1   5.90765504e-03   4.40141647e+00  
   225       2   7.93738153e-06   1.40295067e-01  
   225       3   2.27628826e-07   4.00936709e-03  
   226       1   6.22772868e-03   3.45808644e+00  
   226       2   3.88114165e-06   5.81143133e-02  
   226       3   2.41537416e-07   6.07485775e-03  
   226       4   4.27074138e-08   9.08002006e-04  
   227       1   5.84448955e-03   3.02791675e+00  
   227       2   6.46822494e-06   5.21023943e-02  
   227       3   3.37280869e-07   1.44821556e-03  
   228       1   6.12301541e-03   2.61441174e+00  
   228       2   6.41147110e-06   2.56551800e-01  
   228       3   8.91186084e-07   1.28419121e-02  
   228       4   1.20551796e-07   8.29217818e-04  
   229       1   5.87873534e-03   2.69621472e+00  
   229       2   6.44188569e-06   2.79006467e-01  
   229       3   6.76879749e-07   3.17661983e-03  
   230       1   5.88424020e-03   2.66717550e+00  
   230       2   7.61044110e-06   1.56007458e-01  
   230       3   6.21260326e-07   9.61994106e-03  
   230       4   6.63461965e-08   6.31733690e-04  
   231       1   5.93405894e-03   2.97591769e+00  
   231       2   1.40154770e-05   5.39770711e-02  
   231       3   5.23025740e-07   3.70678926e-03  
   232       1   5.72993215e-03   3.72530411e+00  
   232       2   8.06602811e-06   6.28761134e-01  
   232       3   3.56918983e-07   3.21176463e-02  
   232       4   3.71729644e-08   8.27214521e-04  
   233       1   5.97622671e-03   4.61805558e+00  
   233       2   7.99319255e-06   1.55599453e-01  
   233       3   9.31708201e-07   4.36476672e-02  
   233       4   1.06773392e-07   8.37493309e-04  
   234       1   5.64885870e-03   6.00663911e+00  
   234       2   1.01437621e-05   2.15262729e-01  
   234       3   6.91660565e-07   1.85267322e-02  
   234       4   7.24732771e-08   3.12833819e-03  
   235       1   5.96433598e-03   5.35939706e+00  
   235       2   9.16219742e-06   7.88971176e-01  
   235       3   1.19931539e-06   1.29477268e-02  
   235       4   7.89578993e-08   4.31103568e-03  
   236       1   5.58654135e-03   4.38748066e+00  
   236       2   1.36180181e-05   7.16691614e-01  
   236       3   5.36609944e-07   4.96783339e-03  
   237       1   5.71856723e-03   5.34582733e+00  
   237       2   1.32011367e-05   2.86611111e-01  
   237       3   8.38057988e-07   1.79565190e-02  
   237       4   6.02653624e-07   9.29968407e-03  
   237       5   1.33923278e-07   3.25626217e-04  
   238       1   5.64102715e-03   5.30379732e+00  
   238       2   1.22500429e-05   4.40863526e-01  
   238       3   9.48824650e-07   2.89423093e-02  
   238       4   8.47368958e-08   1.04531148e-03  
   239       1   5.59124081e-03   6.06650375e+00  
   239       2   1.05987085e-05   5.58004135e-02  
   239       3   4.56562515e-07   1.39330384e-02  
   239       4   1.15924716e-07   1.37644660e-03  
   240       1   5.62147975e-03   5.89674588e+00  
   240       2   6.90289761e-06   3.78862138e-01  
   240       3   2.83674882e-07   6.99828365e-03  
   240       4   4.90678472e-08   2.57874699e-04  
   241       1   5.69477719e-03   5.64486444e+00  
   241       2   3.97431819e-06   1.31113003e-01  
   241       3   5.09191287e-07   1.89670767e-02  
   241       4   7.16295185e-08   1.96044928e-03  
   242       1   5.56012654e-03   4.48775135e+00  
   242       2   4.59788445e-06   6.56878169e-02  
   242       3   4.37668781e-07   9.45605405e-03  
   242       4   2.58278342e-08   1.07272087e-03  
   243       1   5.57829211e-03   4.47692205e+00  
   243       2   7.97367994e-06   1.97404390e-01  
   243       3   5.97956661e-07   6.39846326e-03  
   243       4   9.56354665e-08   1.82390659e-03  
   244       1   5.47228201e-03   4.32521597e+00  
   244       2   4.99056362e-06   1.87932848e-01  
   244       3   4.21353854e-07   1.62344922e-02  
   244       4   3.71748983e-08   1.42270730e-03  
   245       1   5.33956917e-03   5.53463218e+00  
   245       2   3.05804724e-06   2.59715385e-01  
   245       3   3.07463584e-07   1.16764382e-02  
   245       4   5.42219994e-08   1.90704046e-03  
   246       1   5.54166378e-03   5.62951625e+00  
   246       2   4.93186109e-06   1.23807603e-01  
   246       3   2.73427741e-07   5.64766758e-03  
   246       4   2.85823335e-08   8.87053453e-04  
   247       1   5.34805859e-03   6.00566071e+00  
   247       2   4.17220632e-06   6.75670792e-02  
   247       3   2.33728600e-07   7.28394884e-03  
   247       4   3.90304744e-08   4.39282911e-04  
   248       1   5.39851065e-03   6.00787428e+00  
   248       2   3.18662420e-06   1.77978583e-01  
   248       3   3.27516630e-07   7.82111686e-03  
   248       4   5.92419739e-08   9.33807992e-04  
   249       1   5.38330938e-03   6.01278394e+00  
   249       2   4.74142697e-06   1.78872600e-02  
   249       3   4.03489623e-07   1.60023569e-02  
   249       4   1.65144799e-08   1.06233459e-03  
   250       1   5.33014235e-03   6.02132951e+00  
   250       2   3.18412427e-06   8.38905278e-02  
   250       3   4.28296590e-07   1.69351309e-02  
   250       4   5.05813989e-08   2.06774797e-03  
   251       1   5.44326943e-03   5.59239650e+00  
   251       2   5.81143293e-06   7.64606160e-02  
   251       3   1.89821294e-07   1.29207473e-02  
   251       4   5.15596551e-08   1.16023895e-03  
   252       1   5.37402808e-03   4.92527616e+00  
   252       2   3.44441343e-06   7.13348772e-02  
   252       3   1.99785768e-07   1.25260955e-02  
   252       4   5.12761281e-08   7.49516120e-04  
   253       1   5.26344846e-03   3.71133616e+00  
   253       2   3.32203877e-06   6.73290122e-02  
   253       3   4.13167878e-07   1.13550652e-02  
   253       4   8.45902769e-08   8.37391186e-04  
   254       1   5.38197057e-03   3.07598515e+00  
   254       2   5.33055666e-06   2.56049312e-02  
   254       3   3.83159207e-07   2.34039393e-03  
   255       1   5.06089015e-03   2.91241203e+00  
   255       2   6.28973202e-06   5.79244037e-02  
   255       3   7.37977633e-07   9.51946842e-03  
   255       4   5.27771131e-08   5.75264555e-04  
   256       1   5.31460928e-03   2.81101617e+00  
   256       2   1.07097741e-05   1.08324380e-01  
   256       3   4.10100165e-07   4.26992396e-03  
   257       1   5.06236235e-03   3.18483455e+00  
   257       2   6.59174940e-06   1.36241201e-01  
   257       3   1.03487320e-06   4.81198732e-03  
   258       1   5.25113573e-03   4.14530870e+00  
   258       2   3.45115166e-06   1.75798134e-01  
   258       3   6.70401219e-07   9.51387677e-03  
   258       4   4.49043925e-08   9.99812078e-04  
   259       1   5.07024410e-03   4.72488018e+00  
   259       2   5.03831083e-06   5.47959726e-01  
   259       3   8.33224246e-07   1.80017655e-02  
   259       4   9.30350192e-08   4.95095463e-03  
   260       1   5.08442387e-03   5.90372261e+00  
   260       2   4.53332699e-06   2.97160905e-01  
